0.312243,0.58034,0.287757,0.0196602,5.19994,0,
0.779913,0.722414,0.080084,0.122369,1.45281,1.97496,
1.19545,0.535069,0.0754665,0.0651555,5.11788,0.0146158,
1.10972,0.567364,0.270238,0.0332651,0.0586175,2.38039,
1.42649,0.690913,0.213414,0.0895653,0.235767,2.13603,
1.73255,0.638122,0.167275,0.0356528,0.222398,1.23839,
2.03815,0.695497,0.121551,0.0914119,0.301201,1.10484,
2.2848,0.701073,0.134736,0.0947895,0.0691119,0.887027,
2.56738,0.734639,0.111946,0.125485,0.107488,0.791208,
2.8482,0.719967,0.0908439,0.107181,0.0867653,0.542307,
3.09787,0.734623,0.100824,0.117357,0.0702716,0.486769,
3.39002,0.660732,0.0682293,0.0380469,0.092299,0.107992,
3.69591,0.598028,0.0218095,0.0311028,0.174089,0.170168,
3.97661,0.615966,0.000468807,0.0207235,0.246714,0.134998,
4.25789,0.607696,0.0215711,0.0377536,0.265446,0.192504,
4.51855,0.624599,0.0231261,0.0308984,0.131616,0.178483,
4.71648,0.699721,0.0378907,0.0328002,0.0223974,0.0199214,
4.97034,0.691764,0.0428148,0.0119593,0.132718,0.0833091,
5.26732,0.682214,0.00442142,0.0120208,0.05595,0.177331,
5.52767,0.686438,0.00245546,0.0238574,0.0997086,0.204869,
5.82551,0.693355,0.0372274,0.034717,0.158779,0.24581,
6.06886,0.633997,0.0226831,0.11365,0.0341676,0.466521,
6.32423,0.723135,0.0204358,0.0459685,0.0401317,0.264394,
6.57582,0.749972,0.0147136,0.0425516,0.0797918,0.260937,
6.82232,0.747772,0.00424295,0.0702164,0.0814633,0.336561,
7.06626,0.731581,0.00843127,0.113998,0.252351,0.457993,
7.28101,0.809444,0.049891,0.0659289,0.29731,0.315692,
7.57477,0.822048,0.0119184,0.085401,0.0509879,0.355049,
7.83011,0.799698,0.0118875,0.142188,0.0610399,0.497678,
8.08105,0.815383,0.0157472,0.163375,0.113854,0.546372,
8.31703,0.832331,0.0340305,0.185811,0.122988,0.580317,
8.58685,0.922612,0.0178685,0.137497,0.177332,0.419469,
8.83168,0.981965,0.0260709,0.122767,0.159887,0.37955,
9.1232,1.0178,0.0130957,0.134284,0.208951,0.417632,
9.36541,1.04938,0.00369355,0.152854,0.192446,0.462491,
9.64627,1.12137,0.033721,0.13387,0.253367,0.413766,
